order_id,order_date,ship_date,ship_mode,region,customer_id
CA-2017-169054,22/04/2017,26/04/2017,Standard Class,East,MO-17800
CA-2014-106719,24/08/2014,24/08/2014,Same Day,West,RB-19645
CA-2017-116855,17/12/2017,21/12/2017,Standard Class,South,AI-10855
US-2016-164189,24/03/2016,28/03/2016,Standard Class,West,DR-12880
CA-2015-168480,21/09/2015,27/09/2015,Standard Class,Central,DM-12955
US-2016-114293,21/11/2016,26/11/2016,Standard Class,West,JH-16180
CA-2017-134173,16/09/2017,21/09/2017,Standard Class,East,AB-10060
US-2015-123960,11/06/2015,16/06/2015,Standard Class,South,BD-11605
CA-2017-101749,03/10/2017,08/10/2017,Standard Class,West,AS-10045
US-2016-147991,05/05/2016,09/05/2016,Standard Class,South,ZD-21925
CA-2017-149559,11/09/2017,12/09/2017,Same Day,West,KF-16285
CA-2015-135174,30/04/2015,02/05/2015,Second Class,East,BP-11230
CA-2017-125290,06/11/2017,10/11/2017,Second Class,Central,CC-12430
CA-2014-137351,30/09/2014,04/10/2014,Standard Class,West,DB-13615
CA-2017-121419,02/04/2017,04/04/2017,First Class,South,TC-21475
US-2017-148054,06/10/2017,11/10/2017,Standard Class,West,NZ-18565
CA-2016-128517,09/04/2016,14/04/2016,Second Class,Central,SW-20350
US-2015-100377,28/08/2015,01/09/2015,Standard Class,Central,TS-21370
CA-2017-131492,19/10/2017,24/10/2017,Second Class,West,HH-15010
CA-2016-144554,07/11/2016,12/11/2016,Standard Class,East,DM-13345
CA-2017-127621,03/03/2017,07/03/2017,Standard Class,Central,RE-19450
CA-2015-145184,27/11/2015,29/11/2015,First Class,East,JD-16150
CA-2017-106859,13/03/2017,18/03/2017,Second Class,West,BF-11215
US-2017-120089,30/11/2017,30/11/2017,Same Day,East,ML-17755
CA-2014-119375,17/11/2014,22/11/2014,Standard Class,East,YC-21895
CA-2016-125206,03/01/2016,05/01/2016,First Class,West,LR-16915
CA-2015-126137,03/10/2015,08/10/2015,Standard Class,West,BS-11755
CA-2014-143903,20/07/2014,24/07/2014,Standard Class,Central,KM-16375
CA-2014-104780,21/05/2014,25/05/2014,Standard Class,West,BT-11530
CA-2017-101182,04/09/2017,05/09/2017,First Class,West,KB-16405
US-2017-132297,27/05/2017,02/06/2017,Standard Class,South,DW-13480
CA-2014-100328,28/01/2014,03/02/2014,Standard Class,East,JC-15340
CA-2017-118773,09/02/2017,14/02/2017,Standard Class,Central,TP-21415
US-2017-159205,31/03/2017,02/04/2017,Second Class,South,DB-12910
CA-2016-112123,03/03/2016,08/03/2016,Standard Class,East,BH-11710
CA-2015-114468,23/08/2015,23/08/2015,Same Day,Central,TD-20995
CA-2017-135692,27/04/2017,01/05/2017,Standard Class,Central,CV-12805
CA-2017-131233,14/04/2017,19/04/2017,Standard Class,East,CS-12355
CA-2017-119578,22/12/2017,27/12/2017,Second Class,East,JG-15310
CA-2016-124562,08/12/2016,12/12/2016,Standard Class,East,JP-16135
US-2017-140074,23/03/2017,29/03/2017,Standard Class,East,EC-14050
CA-2016-103037,25/07/2016,29/07/2016,Standard Class,Central,KH-16630
CA-2017-127460,10/07/2017,14/07/2017,Standard Class,Central,FG-14260
CA-2016-121671,17/07/2016,22/07/2016,Standard Class,Central,AA-10480
CA-2016-150350,23/08/2016,30/08/2016,Standard Class,West,MS-17770
CA-2015-121720,11/06/2015,12/06/2015,First Class,South,JE-15610
CA-2017-149895,08/09/2017,12/09/2017,Standard Class,East,EB-14110
CA-2017-147564,02/10/2017,06/10/2017,Standard Class,East,BP-11155
CA-2014-136399,16/12/2014,17/12/2014,First Class,West,CC-12100
CA-2014-107916,24/08/2014,26/08/2014,First Class,East,JP-15460
CA-2017-164168,12/11/2017,18/11/2017,Standard Class,Central,LS-16975
CA-2015-112557,25/04/2015,28/04/2015,First Class,East,JL-15850
US-2014-122959,12/12/2014,12/12/2014,Same Day,Central,CY-12745
CA-2017-162572,25/09/2017,27/09/2017,Second Class,East,RB-19360
US-2016-148110,05/09/2016,11/09/2016,Standard Class,Central,AR-10825
CA-2017-131828,11/02/2017,13/02/2017,Second Class,West,CS-11845
CA-2014-109218,30/06/2014,03/07/2014,Second Class,West,AR-10825
CA-2016-120558,07/06/2016,10/06/2016,First Class,East,RD-19810
US-2014-109036,20/12/2014,25/12/2014,Standard Class,West,KH-16510
CA-2015-147830,15/12/2015,18/12/2015,First Class,East,NF-18385
CA-2017-150497,20/07/2017,24/07/2017,Standard Class,Central,SM-20950
CA-2014-128986,03/08/2014,05/08/2014,Second Class,West,GH-14410
CA-2015-139584,24/08/2015,28/08/2015,Standard Class,East,EM-13810
US-2016-162677,26/03/2016,27/03/2016,First Class,South,DB-13210
US-2014-150924,12/09/2014,16/09/2014,Second Class,Central,PT-19090
CA-2014-153969,21/09/2014,25/09/2014,Standard Class,West,HF-14995
CA-2016-146682,29/10/2016,31/10/2016,First Class,Central,KW-16435
CA-2016-138695,28/05/2016,03/06/2016,Standard Class,South,KC-16675
CA-2017-107461,21/12/2017,26/12/2017,Second Class,South,PK-19075
US-2016-133879,21/03/2016,28/03/2016,Standard Class,Central,KT-16465
CA-2017-157483,11/11/2017,18/11/2017,Standard Class,Central,EP-13915
US-2017-132059,23/09/2017,29/09/2017,Standard Class,West,AP-10915
CA-2017-122280,10/09/2017,10/09/2017,Same Day,East,SH-20395
CA-2017-105235,05/12/2017,11/12/2017,Standard Class,East,SM-20950
CA-2017-152912,09/11/2017,12/11/2017,Second Class,East,BM-11650
CA-2014-123498,07/11/2014,09/11/2014,First Class,Central,TC-20980
CA-2017-159352,12/03/2017,17/03/2017,Standard Class,East,KB-16585
US-2017-146416,20/10/2017,22/10/2017,Second Class,West,JE-16165
US-2015-163783,27/12/2015,01/01/2016,Standard Class,Central,DR-12940
CA-2017-123981,02/10/2017,08/10/2017,Standard Class,East,RW-19630
CA-2017-158953,04/06/2017,08/06/2017,Standard Class,Central,ML-18040
CA-2014-165428,01/09/2014,04/09/2014,First Class,Central,JL-15130
CA-2016-169026,08/08/2016,13/08/2016,Standard Class,South,CM-12655
CA-2017-109750,22/07/2017,28/07/2017,Standard Class,East,FH-14365
CA-2015-149384,10/07/2015,10/07/2015,Same Day,West,EH-13945
CA-2014-131527,01/12/2014,07/12/2014,Standard Class,South,TB-21280
CA-2017-164000,18/12/2017,22/12/2017,Standard Class,East,AH-10030
CA-2014-164224,18/05/2014,20/05/2014,Second Class,East,TT-21070
CA-2014-158372,10/11/2014,16/11/2014,Standard Class,West,RD-19900
CA-2016-108882,09/01/2016,15/01/2016,Standard Class,West,LA-16780
US-2017-108245,22/09/2017,27/09/2017,Standard Class,Central,SH-19975
CA-2014-142314,23/12/2014,28/12/2014,Standard Class,Central,SF-20200
CA-2016-132409,26/05/2016,01/06/2016,Standard Class,East,TH-21235
CA-2017-150189,08/07/2017,10/07/2017,First Class,West,VG-21790
CA-2014-114433,13/05/2014,17/05/2014,Standard Class,West,NP-18325
CA-2017-104640,10/11/2017,16/11/2017,Standard Class,East,FH-14275
US-2015-137008,02/10/2015,08/10/2015,Standard Class,East,JP-15460
CA-2014-108189,02/10/2014,05/10/2014,First Class,West,ES-14080
CA-2014-154641,11/08/2014,16/08/2014,Standard Class,East,KL-16645
CA-2017-131625,01/09/2017,05/09/2017,Second Class,East,BN-11515
US-2017-156356,16/04/2017,22/04/2017,Standard Class,Central,ND-18370
CA-2016-138933,24/04/2016,27/04/2016,First Class,West,JL-15130
CA-2016-140746,15/01/2016,15/01/2016,Same Day,East,RC-19825
CA-2016-146836,02/05/2016,02/05/2016,Same Day,East,CC-12475
US-2016-127971,20/11/2016,27/11/2016,Standard Class,Central,DW-13195
US-2016-140809,01/02/2016,03/02/2016,First Class,South,CK-12760
CA-2017-114524,31/03/2017,05/04/2017,Second Class,Central,EG-13900
CA-2017-113355,01/12/2017,05/12/2017,Standard Class,Central,SJ-20215
US-2017-140907,10/12/2017,12/12/2017,Second Class,West,BP-11185
CA-2016-159730,17/09/2016,21/09/2016,Standard Class,West,SJ-20125
CA-2016-157868,23/12/2016,29/12/2016,Standard Class,Central,MC-17590
CA-2017-119389,17/04/2017,19/04/2017,First Class,East,BG-11740
CA-2017-110373,27/10/2017,30/10/2017,Second Class,Central,MA-17560
CA-2016-155474,08/07/2016,14/07/2016,Standard Class,West,CC-12220
CA-2015-155453,09/08/2015,14/08/2015,Standard Class,South,RA-19885
US-2016-161844,09/12/2016,14/12/2016,Second Class,South,DK-12835
US-2016-162103,13/11/2016,17/11/2016,Standard Class,Central,LB-16795
CA-2014-151554,14/11/2014,15/11/2014,First Class,Central,CM-11815
CA-2014-140662,17/11/2014,19/11/2014,First Class,West,TS-21205
CA-2016-122518,04/03/2016,08/03/2016,Second Class,South,RF-19345
US-2014-126571,11/10/2014,15/10/2014,Standard Class,East,JF-15565
CA-2014-143840,22/05/2014,29/05/2014,Standard Class,South,EH-14185
CA-2014-115980,15/07/2014,19/07/2014,Standard Class,Central,VW-21775
CA-2015-155145,27/12/2015,29/12/2015,Second Class,West,KN-16450
CA-2015-146038,09/02/2015,16/02/2015,Standard Class,West,SJ-20215
CA-2017-133865,08/05/2017,12/05/2017,Standard Class,West,PS-19045
CA-2017-116358,02/11/2017,06/11/2017,Standard Class,Central,KM-16225
CA-2014-102988,05/04/2014,09/04/2014,Second Class,South,GM-14695
US-2014-117170,17/09/2014,24/09/2014,Standard Class,South,KT-16465
CA-2014-159478,30/09/2014,06/10/2014,Standard Class,East,MH-17785
CA-2014-103702,12/09/2014,17/09/2014,Standard Class,East,AF-10885
CA-2017-150525,20/02/2017,25/02/2017,Standard Class,Central,JP-16135
CA-2015-157770,13/12/2015,15/12/2015,First Class,West,RD-19585
CA-2016-167290,30/10/2016,04/11/2016,Standard Class,Central,JF-15295
CA-2014-106264,26/12/2014,30/12/2014,Standard Class,West,CK-12595
CA-2014-138023,15/08/2014,18/08/2014,First Class,Central,KH-16510
CA-2017-113418,01/10/2017,03/10/2017,First Class,East,CM-12655
US-2015-110569,23/05/2015,30/05/2015,Standard Class,West,EB-13870
CA-2017-136308,16/11/2017,16/11/2017,Same Day,West,MW-18235
US-2014-159926,18/11/2014,22/11/2014,Standard Class,East,CS-11950
CA-2014-104738,30/12/2014,01/01/2015,Second Class,Central,SP-20620
CA-2015-144386,05/11/2015,11/11/2015,Standard Class,East,GT-14635
CA-2016-111416,17/09/2016,22/09/2016,Standard Class,East,LW-17215
CA-2016-162747,20/03/2016,25/03/2016,Second Class,South,AH-10030
US-2014-133130,27/09/2014,01/10/2014,Standard Class,West,TH-21100
CA-2017-169978,24/12/2017,28/12/2017,Standard Class,East,HG-15025
CA-2017-161739,10/11/2017,15/11/2017,Second Class,Central,EB-13750
CA-2015-165057,11/09/2015,15/09/2015,Standard Class,West,SC-20725
CA-2014-134551,20/12/2014,25/12/2014,Standard Class,South,TS-21505
CA-2015-120810,23/07/2015,27/07/2015,Standard Class,East,TH-21550
CA-2014-165309,11/11/2014,15/11/2014,Standard Class,Central,KD-16270
CA-2017-122595,14/12/2017,20/12/2017,Standard Class,Central,GM-14455
US-2017-109253,21/08/2017,22/08/2017,First Class,West,PR-18880
CA-2016-145982,27/08/2016,01/09/2016,Second Class,East,TB-21055
CA-2015-112014,13/08/2015,20/08/2015,Standard Class,West,ON-18715
CA-2017-154732,05/11/2017,07/11/2017,First Class,Central,AH-10195
US-2016-157308,17/08/2016,21/08/2016,Standard Class,West,NM-18520
CA-2016-147536,26/12/2016,31/12/2016,Standard Class,East,AR-10510
US-2014-134733,23/09/2014,28/09/2014,Standard Class,West,BM-11650
US-2014-150434,19/07/2014,24/07/2014,Standard Class,East,CA-12310
CA-2017-100335,07/09/2017,13/09/2017,Standard Class,Central,NF-18595
CA-2016-139234,06/05/2016,10/05/2016,Standard Class,Central,AF-10870
US-2015-142020,04/06/2015,08/06/2015,Second Class,East,TC-21535
CA-2015-139962,13/12/2015,20/12/2015,Standard Class,East,Dp-13240
CA-2016-130050,16/07/2016,18/07/2016,Second Class,Central,MC-17425
CA-2014-115161,31/01/2014,02/02/2014,First Class,West,LC-17050
CA-2014-165379,09/07/2014,15/07/2014,Standard Class,Central,BM-11650
CA-2015-115511,21/11/2015,25/11/2015,Standard Class,West,NW-18400
CA-2016-134887,25/03/2016,25/03/2016,Same Day,Central,TB-21280
CA-2017-123778,23/09/2017,30/09/2017,Standard Class,West,BS-11755
CA-2015-161718,04/12/2015,10/12/2015,Standard Class,East,SO-20335
CA-2016-100671,01/11/2016,04/11/2016,First Class,Central,CS-12490
CA-2017-142867,17/03/2017,21/03/2017,Standard Class,Central,PO-19180
CA-2017-103156,23/11/2017,24/11/2017,First Class,East,TD-20995
US-2017-162208,27/08/2017,30/08/2017,First Class,South,SP-20620
CA-2015-130659,04/12/2015,09/12/2015,Second Class,East,MS-17365
CA-2017-148404,07/10/2017,11/10/2017,Standard Class,South,Dp-13240
CA-2017-101077,25/03/2017,30/03/2017,Second Class,Central,DB-13660
CA-2014-166471,09/08/2014,13/08/2014,Standard Class,West,MG-17650
CA-2014-105340,22/11/2014,25/11/2014,First Class,Central,EH-14185
US-2017-131583,10/06/2017,10/06/2017,Same Day,East,CL-11890
US-2017-148362,01/07/2017,08/07/2017,Standard Class,Central,KF-16285
CA-2014-102274,21/11/2014,26/11/2014,Standard Class,South,DH-13075
CA-2015-129700,04/05/2015,05/05/2015,First Class,Central,LA-16780
CA-2017-168739,29/05/2017,05/06/2017,Standard Class,Central,HZ-14950
CA-2015-152527,17/10/2015,17/10/2015,Same Day,West,CM-12190
US-2014-150119,23/04/2014,27/04/2014,Standard Class,East,LB-16795
US-2017-150847,30/04/2017,06/05/2017,Standard Class,East,JF-15490
CA-2016-100244,20/09/2016,24/09/2016,Standard Class,West,GM-14695
CA-2016-116540,02/09/2016,02/09/2016,Same Day,Central,SS-20590
CA-2015-151841,27/04/2015,02/05/2015,Standard Class,West,TC-21475
CA-2015-150791,06/09/2015,13/09/2015,Standard Class,East,CC-12430
CA-2016-134803,28/05/2016,03/06/2016,Standard Class,West,CL-12565
CA-2015-153381,24/09/2015,28/09/2015,Standard Class,Central,DE-13255
US-2017-111024,03/07/2017,06/07/2017,Second Class,East,SZ-20035
CA-2017-148264,08/12/2017,09/12/2017,First Class,West,LF-17185
CA-2017-131212,05/12/2017,09/12/2017,Standard Class,West,AB-10165
US-2015-100531,27/09/2015,29/09/2015,First Class,Central,NM-18520
CA-2017-152583,30/10/2017,30/10/2017,Same Day,Central,RA-19945
CA-2015-144099,29/11/2015,30/11/2015,Same Day,West,PO-19195
CA-2014-158337,11/03/2014,14/03/2014,Second Class,East,KA-16525
CA-2017-168858,19/11/2017,23/11/2017,Standard Class,East,JD-16150
CA-2016-116344,29/07/2016,02/08/2016,Standard Class,East,JO-15145
CA-2015-131779,12/06/2015,17/06/2015,Standard Class,East,LE-16810
CA-2016-158869,06/08/2016,07/08/2016,First Class,East,AH-10690
CA-2017-102554,11/06/2017,15/06/2017,Standard Class,South,KN-16705
CA-2016-162614,07/10/2016,13/10/2016,Standard Class,West,TB-21250
CA-2014-168592,08/09/2014,14/09/2014,Standard Class,West,DP-13390
CA-2014-157609,16/03/2014,21/03/2014,Second Class,South,KN-16705
CA-2015-153325,01/03/2015,02/03/2015,Second Class,South,ST-20530
CA-2015-153626,09/07/2015,14/07/2015,Standard Class,South,EB-13870
CA-2016-166485,20/02/2016,27/02/2016,Standard Class,South,AH-10210
CA-2017-136448,16/09/2017,18/09/2017,First Class,East,AS-10090
CA-2017-114258,05/11/2017,10/11/2017,Second Class,Central,EM-13825
CA-2015-152611,20/02/2015,23/02/2015,Second Class,East,KA-16525
CA-2016-165470,25/11/2016,30/11/2016,Standard Class,South,HJ-14875
CA-2017-128699,03/12/2017,05/12/2017,Second Class,South,ND-18370
US-2015-147242,10/09/2015,14/09/2015,Standard Class,East,EH-13765
CA-2016-146143,14/12/2016,19/12/2016,Standard Class,South,MC-17845
CA-2015-100888,06/04/2015,10/04/2015,Standard Class,South,MH-17455
US-2016-150035,01/12/2016,05/12/2016,Standard Class,West,CL-11890
CA-2017-122644,12/11/2017,17/11/2017,Standard Class,East,SF-20965
CA-2017-111815,03/03/2017,10/03/2017,Standard Class,Central,EP-13915
CA-2016-144911,27/11/2016,30/11/2016,First Class,Central,RW-19630
CA-2014-143385,31/08/2014,05/09/2014,Standard Class,West,SJ-20500
CA-2016-131289,08/12/2016,14/12/2016,Standard Class,West,SP-20620
CA-2014-124023,07/04/2014,10/04/2014,First Class,South,PJ-19015
CA-2014-124688,27/08/2014,29/08/2014,First Class,South,CC-12610
CA-2016-151169,21/10/2016,26/10/2016,Standard Class,East,MY-18295
US-2016-134761,30/11/2016,30/11/2016,Same Day,South,DB-13210
CA-2017-120705,05/09/2017,11/09/2017,Standard Class,South,MG-17875
CA-2015-157322,02/07/2015,06/07/2015,Standard Class,Central,RH-19600
CA-2017-142034,24/09/2017,28/09/2017,Standard Class,Central,KB-16240
CA-2016-107328,08/08/2016,15/08/2016,Standard Class,West,CA-12055
CA-2016-108616,29/09/2016,03/10/2016,Standard Class,South,JK-15730
CA-2017-125115,10/04/2017,10/04/2017,Same Day,Central,RD-19930
CA-2016-150945,18/12/2016,20/12/2016,Second Class,East,JK-16120
CA-2014-166863,20/06/2014,24/06/2014,Standard Class,Central,SC-20020
CA-2017-140326,04/09/2017,06/09/2017,First Class,Central,HW-14935
CA-2016-168536,20/12/2016,24/12/2016,Standard Class,South,SC-20800
US-2016-113649,09/08/2016,12/08/2016,First Class,South,HA-14920
CA-2015-124975,22/06/2015,25/06/2015,First Class,Central,MG-17875
CA-2015-168767,10/04/2015,15/04/2015,Standard Class,West,DM-12955
CA-2016-114482,21/11/2016,25/11/2016,Second Class,Central,DM-13345
CA-2016-137673,05/09/2016,10/09/2016,Standard Class,West,ML-17395
CA-2016-132731,24/11/2016,28/11/2016,Standard Class,Central,GA-14515
CA-2017-148922,10/12/2017,15/12/2017,Second Class,South,SU-20665
CA-2016-130680,24/06/2016,29/06/2016,Standard Class,West,BD-11320
CA-2015-141145,17/09/2015,23/09/2015,Standard Class,South,DB-13405
US-2016-152835,19/05/2016,23/05/2016,Standard Class,Central,RP-19855
CA-2016-155565,28/05/2016,28/05/2016,Same Day,East,EH-13765
CA-2014-110849,18/04/2014,23/04/2014,Standard Class,West,JL-15835
CA-2016-145842,17/06/2016,20/06/2016,Second Class,East,FM-14380
CA-2014-158771,09/05/2014,09/05/2014,Same Day,South,SB-20290
CA-2016-157511,18/09/2016,20/09/2016,First Class,East,SV-20365
CA-2017-121216,23/12/2017,25/12/2017,Second Class,Central,MM-17920
CA-2017-155292,30/10/2017,01/11/2017,First Class,South,RD-19810
CA-2016-152555,29/03/2016,02/04/2016,Second Class,Central,ME-17320
CA-2017-107832,23/11/2017,26/11/2017,Second Class,East,FH-14275
CA-2014-120838,23/03/2014,26/03/2014,Second Class,West,PO-18865
CA-2017-118542,01/12/2017,05/12/2017,Standard Class,West,CC-12550
CA-2017-152737,07/11/2017,12/11/2017,Standard Class,West,TS-21505
CA-2017-109757,04/09/2017,09/09/2017,Second Class,East,MD-17350
CA-2016-130029,03/07/2016,06/07/2016,First Class,West,GT-14755
CA-2017-103877,07/09/2017,14/09/2017,Standard Class,Central,RD-19660
CA-2016-137176,09/09/2016,14/09/2016,Second Class,Central,DB-12910
CA-2017-168109,03/07/2017,03/07/2017,Same Day,West,JK-15640
US-2017-126081,29/06/2017,04/07/2017,Standard Class,Central,FC-14335
CA-2017-117023,07/08/2017,12/08/2017,Standard Class,East,JW-15955
CA-2015-143532,19/03/2015,24/03/2015,Standard Class,South,DC-12850
CA-2016-103163,07/06/2016,11/06/2016,Standard Class,West,FM-14290
CA-2016-104157,25/07/2016,29/07/2016,Standard Class,South,MT-17815
CA-2017-117807,01/10/2017,07/10/2017,Standard Class,Central,DK-13090
CA-2015-121650,10/12/2015,16/12/2015,Standard Class,Central,KD-16495
CA-2017-161823,03/09/2017,08/09/2017,Standard Class,West,AG-10300
CA-2017-121839,24/09/2017,28/09/2017,Standard Class,East,MH-18115
CA-2017-158729,19/12/2017,21/12/2017,First Class,South,AC-10450
CA-2017-146535,24/11/2017,30/11/2017,Standard Class,South,FM-14290
CA-2014-154186,13/12/2014,15/12/2014,Second Class,Central,RA-19285
CA-2016-108434,05/12/2016,07/12/2016,Second Class,East,JG-15160
CA-2016-164154,11/09/2016,17/09/2016,Standard Class,East,NZ-18565
CA-2017-148012,09/12/2017,15/12/2017,Standard Class,East,KM-16225
CA-2014-102869,09/09/2014,14/09/2014,Second Class,East,LC-17140
CA-2017-138310,26/06/2017,30/06/2017,Standard Class,West,NP-18700
CA-2014-159835,17/11/2014,24/11/2014,Standard Class,East,RB-19330
CA-2017-112956,21/08/2017,27/08/2017,Standard Class,East,TH-21550
CA-2016-119683,12/03/2016,16/03/2016,Second Class,East,CK-12595
CA-2014-163559,23/09/2014,28/09/2014,Second Class,East,ST-20530
CA-2014-140228,28/04/2014,03/05/2014,Standard Class,East,GB-14530
US-2016-131674,29/11/2016,01/12/2016,Second Class,Central,NC-18535
CA-2015-110093,03/12/2015,08/12/2015,Standard Class,East,AB-10255
CA-2017-112529,19/11/2017,21/11/2017,First Class,Central,SC-20770
CA-2016-154536,05/09/2016,09/09/2016,Standard Class,East,JC-15340
CA-2017-141929,04/09/2017,08/09/2017,Standard Class,West,RA-19285
CA-2016-109743,22/09/2016,29/09/2016,Standard Class,South,SH-19975
CA-2014-159184,14/09/2014,19/09/2014,Standard Class,South,JC-15775
CA-2017-113530,19/05/2017,21/05/2017,Second Class,West,BC-11125
CA-2014-169726,09/08/2014,13/08/2014,Standard Class,West,JH-15985
CA-2017-155957,26/11/2017,30/11/2017,Standard Class,East,CC-12610
CA-2017-132178,03/05/2017,08/05/2017,Second Class,West,DB-12970
CA-2016-145177,10/11/2016,14/11/2016,Standard Class,East,PP-18955
CA-2014-156594,20/12/2014,23/12/2014,Second Class,West,MC-17845
CA-2014-146528,25/07/2014,27/07/2014,Second Class,West,VF-21715
